time,zlev,latitude,longitude,sst
UTC,m,degrees_north,degrees_east,degree_C
2020-01-01T12:00:00Z,0.0,-6.875,113.125,29.7
2020-01-02T12:00:00Z,0.0,-6.875,113.125,29.54
2020-01-03T12:00:00Z,0.0,-6.875,113.125,29.48
2020-01-04T12:00:00Z,0.0,-6.875,113.125,29.44
2020-01-05T12:00:00Z,0.0,-6.875,113.125,29.41
2020-01-06T12:00:00Z,0.0,-6.875,113.125,29.39
2020-01-07T12:00:00Z,0.0,-6.875,113.125,29.24
2020-01-08T12:00:00Z,0.0,-6.875,113.125,28.83
2020-01-09T12:00:00Z,0.0,-6.875,113.125,28.78
2020-01-10T12:00:00Z,0.0,-6.875,113.125,28.82
2020-01-11T12:00:00Z,0.0,-6.875,113.125,28.83
2020-01-12T12:00:00Z,0.0,-6.875,113.125,28.32
2020-01-13T12:00:00Z,0.0,-6.875,113.125,28.7
2020-01-14T12:00:00Z,0.0,-6.875,113.125,28.81
2020-01-15T12:00:00Z,0.0,-6.875,113.125,28.88
2020-01-16T12:00:00Z,0.0,-6.875,113.125,28.99
2020-01-17T12:00:00Z,0.0,-6.875,113.125,29.02
2020-01-18T12:00:00Z,0.0,-6.875,113.125,29.08
2020-01-19T12:00:00Z,0.0,-6.875,113.125,29.47
2020-01-20T12:00:00Z,0.0,-6.875,113.125,29.6
2020-01-21T12:00:00Z,0.0,-6.875,113.125,29.77
2020-01-22T12:00:00Z,0.0,-6.875,113.125,29.85
2020-01-23T12:00:00Z,0.0,-6.875,113.125,29.82
2020-01-24T12:00:00Z,0.0,-6.875,113.125,29.71
2020-01-25T12:00:00Z,0.0,-6.875,113.125,29.64
2020-01-26T12:00:00Z,0.0,-6.875,113.125,29.68
2020-01-27T12:00:00Z,0.0,-6.875,113.125,29.8
2020-01-28T12:00:00Z,0.0,-6.875,113.125,29.75
2020-01-29T12:00:00Z,0.0,-6.875,113.125,29.64
2020-01-30T12:00:00Z,0.0,-6.875,113.125,29.5
2020-01-31T12:00:00Z,0.0,-6.875,113.125,29.47
2020-02-01T12:00:00Z,0.0,-6.875,113.125,29.01
2020-02-02T12:00:00Z,0.0,-6.875,113.125,29.0
2020-02-03T12:00:00Z,0.0,-6.875,113.125,29.04
2020-02-04T12:00:00Z,0.0,-6.875,113.125,29.06
2020-02-05T12:00:00Z,0.0,-6.875,113.125,29.08
2020-02-06T12:00:00Z,0.0,-6.875,113.125,29.1
2020-02-07T12:00:00Z,0.0,-6.875,113.125,28.81
2020-02-08T12:00:00Z,0.0,-6.875,113.125,28.89
2020-02-09T12:00:00Z,0.0,-6.875,113.125,28.91
2020-02-10T12:00:00Z,0.0,-6.875,113.125,28.9
2020-02-11T12:00:00Z,0.0,-6.875,113.125,29.11
2020-02-12T12:00:00Z,0.0,-6.875,113.125,29.6
2020-02-13T12:00:00Z,0.0,-6.875,113.125,30.08
2020-02-14T12:00:00Z,0.0,-6.875,113.125,30.13
2020-02-15T12:00:00Z,0.0,-6.875,113.125,30.03
