time,zlev,latitude,longitude,sst
UTC,m,degrees_north,degrees_east,degree_C
2021-01-01T12:00:00Z,0.0,-6.875,113.125,28.65
2021-01-02T12:00:00Z,0.0,-6.875,113.125,29.04
2021-01-03T12:00:00Z,0.0,-6.875,113.125,28.99
2021-01-04T12:00:00Z,0.0,-6.875,113.125,28.66
2021-01-05T12:00:00Z,0.0,-6.875,113.125,28.51
2021-01-06T12:00:00Z,0.0,-6.875,113.125,28.48
2021-01-07T12:00:00Z,0.0,-6.875,113.125,28.45
2021-01-08T12:00:00Z,0.0,-6.875,113.125,28.44
2021-01-09T12:00:00Z,0.0,-6.875,113.125,28.43
2021-01-10T12:00:00Z,0.0,-6.875,113.125,28.42
2021-01-11T12:00:00Z,0.0,-6.875,113.125,28.46
2021-01-12T12:00:00Z,0.0,-6.875,113.125,28.79
2021-01-13T12:00:00Z,0.0,-6.875,113.125,28.91
2021-01-14T12:00:00Z,0.0,-6.875,113.125,28.98
2021-01-15T12:00:00Z,0.0,-6.875,113.125,28.96
2021-01-16T12:00:00Z,0.0,-6.875,113.125,28.94
2021-01-17T12:00:00Z,0.0,-6.875,113.125,28.98
2021-01-18T12:00:00Z,0.0,-6.875,113.125,28.97
2021-01-19T12:00:00Z,0.0,-6.875,113.125,28.97
2021-01-20T12:00:00Z,0.0,-6.875,113.125,28.59
2021-01-21T12:00:00Z,0.0,-6.875,113.125,28.32
2021-01-22T12:00:00Z,0.0,-6.875,113.125,28.28
2021-01-23T12:00:00Z,0.0,-6.875,113.125,28.28
2021-01-24T12:00:00Z,0.0,-6.875,113.125,28.28
2021-01-25T12:00:00Z,0.0,-6.875,113.125,27.97
2021-01-26T12:00:00Z,0.0,-6.875,113.125,27.64
2021-01-27T12:00:00Z,0.0,-6.875,113.125,27.56
2021-01-28T12:00:00Z,0.0,-6.875,113.125,27.55
2021-01-29T12:00:00Z,0.0,-6.875,113.125,27.59
2021-01-30T12:00:00Z,0.0,-6.875,113.125,27.63
2021-01-31T12:00:00Z,0.0,-6.875,113.125,27.66
2021-02-01T12:00:00Z,0.0,-6.875,113.125,27.7
2021-02-02T12:00:00Z,0.0,-6.875,113.125,27.74
2021-02-03T12:00:00Z,0.0,-6.875,113.125,27.76
2021-02-04T12:00:00Z,0.0,-6.875,113.125,27.79
2021-02-05T12:00:00Z,0.0,-6.875,113.125,27.82
2021-02-06T12:00:00Z,0.0,-6.875,113.125,27.88
2021-02-07T12:00:00Z,0.0,-6.875,113.125,27.86
2021-02-08T12:00:00Z,0.0,-6.875,113.125,27.86
2021-02-09T12:00:00Z,0.0,-6.875,113.125,27.74
2021-02-10T12:00:00Z,0.0,-6.875,113.125,27.78
2021-02-11T12:00:00Z,0.0,-6.875,113.125,27.91
2021-02-12T12:00:00Z,0.0,-6.875,113.125,27.92
2021-02-13T12:00:00Z,0.0,-6.875,113.125,27.9
2021-02-14T12:00:00Z,0.0,-6.875,113.125,27.82
2021-02-15T12:00:00Z,0.0,-6.875,113.125,27.96
2021-02-16T12:00:00Z,0.0,-6.875,113.125,28.07
2021-02-17T12:00:00Z,0.0,-6.875,113.125,28.08
2021-02-18T12:00:00Z,0.0,-6.875,113.125,27.9
2021-02-19T12:00:00Z,0.0,-6.875,113.125,27.81
2021-02-20T12:00:00Z,0.0,-6.875,113.125,27.81
2021-02-21T12:00:00Z,0.0,-6.875,113.125,27.86
2021-02-22T12:00:00Z,0.0,-6.875,113.125,27.89
2021-02-23T12:00:00Z,0.0,-6.875,113.125,27.75
2021-02-24T12:00:00Z,0.0,-6.875,113.125,28.09
2021-02-25T12:00:00Z,0.0,-6.875,113.125,28.16
2021-02-26T12:00:00Z,0.0,-6.875,113.125,28.12
2021-02-27T12:00:00Z,0.0,-6.875,113.125,28.15
2021-02-28T12:00:00Z,0.0,-6.875,113.125,28.33
2021-03-01T12:00:00Z,0.0,-6.875,113.125,28.49
2021-03-02T12:00:00Z,0.0,-6.875,113.125,28.49
2021-03-03T12:00:00Z,0.0,-6.875,113.125,28.42
2021-03-04T12:00:00Z,0.0,-6.875,113.125,28.43
2021-03-05T12:00:00Z,0.0,-6.875,113.125,28.55
2021-03-06T12:00:00Z,0.0,-6.875,113.125,28.63
2021-03-07T12:00:00Z,0.0,-6.875,113.125,28.64
2021-03-08T12:00:00Z,0.0,-6.875,113.125,28.66
2021-03-09T12:00:00Z,0.0,-6.875,113.125,28.68
2021-03-10T12:00:00Z,0.0,-6.875,113.125,28.44
2021-03-11T12:00:00Z,0.0,-6.875,113.125,28.53
2021-03-12T12:00:00Z,0.0,-6.875,113.125,28.76
2021-03-13T12:00:00Z,0.0,-6.875,113.125,28.79
2021-03-14T12:00:00Z,0.0,-6.875,113.125,28.56
2021-03-15T12:00:00Z,0.0,-6.875,113.125,28.81
2021-03-16T12:00:00Z,0.0,-6.875,113.125,28.89
2021-03-17T12:00:00Z,0.0,-6.875,113.125,29.18
2021-03-18T12:00:00Z,0.0,-6.875,113.125,29.28
2021-03-19T12:00:00Z,0.0,-6.875,113.125,29.41
2021-03-20T12:00:00Z,0.0,-6.875,113.125,29.07
2021-03-21T12:00:00Z,0.0,-6.875,113.125,29.1
2021-03-22T12:00:00Z,0.0,-6.875,113.125,29.07
2021-03-24T12:00:00Z,0.0,-6.875,113.125,28.98
2021-03-25T12:00:00Z,0.0,-6.875,113.125,29.0
2021-03-26T12:00:00Z,0.0,-6.875,113.125,29.07
2021-03-27T12:00:00Z,0.0,-6.875,113.125,29.05
2021-03-28T12:00:00Z,0.0,-6.875,113.125,29.08
2021-03-29T12:00:00Z,0.0,-6.875,113.125,29.07
2021-03-30T12:00:00Z,0.0,-6.875,113.125,29.33
2021-03-31T12:00:00Z,0.0,-6.875,113.125,29.49
2021-04-01T12:00:00Z,0.0,-6.875,113.125,29.46
2021-04-02T12:00:00Z,0.0,-6.875,113.125,29.85
