time,zlev,latitude,longitude,sst
UTC,m,degrees_north,degrees_east,degree_C
2023-01-01T12:00:00Z,0.0,-6.875,113.125,29.02
2023-01-02T12:00:00Z,0.0,-6.875,113.125,28.89
2023-01-03T12:00:00Z,0.0,-6.875,113.125,28.62
2023-01-04T12:00:00Z,0.0,-6.875,113.125,28.45
2023-01-05T12:00:00Z,0.0,-6.875,113.125,28.44
2023-01-06T12:00:00Z,0.0,-6.875,113.125,28.52
2023-01-07T12:00:00Z,0.0,-6.875,113.125,28.63
2023-01-08T12:00:00Z,0.0,-6.875,113.125,28.65
2023-01-09T12:00:00Z,0.0,-6.875,113.125,28.81
2023-01-10T12:00:00Z,0.0,-6.875,113.125,28.95
2023-01-11T12:00:00Z,0.0,-6.875,113.125,29.07
2023-01-12T12:00:00Z,0.0,-6.875,113.125,29.2
2023-01-13T12:00:00Z,0.0,-6.875,113.125,29.29
2023-01-14T12:00:00Z,0.0,-6.875,113.125,29.06
2023-01-15T12:00:00Z,0.0,-6.875,113.125,28.75
2023-01-16T12:00:00Z,0.0,-6.875,113.125,28.69
2023-01-17T12:00:00Z,0.0,-6.875,113.125,28.56
2023-01-18T12:00:00Z,0.0,-6.875,113.125,28.62
2023-01-19T12:00:00Z,0.0,-6.875,113.125,29.02
2023-01-20T12:00:00Z,0.0,-6.875,113.125,29.0
2023-01-21T12:00:00Z,0.0,-6.875,113.125,28.92
2023-01-22T12:00:00Z,0.0,-6.875,113.125,28.96
2023-01-23T12:00:00Z,0.0,-6.875,113.125,29.42
2023-01-24T12:00:00Z,0.0,-6.875,113.125,29.4
2023-01-25T12:00:00Z,0.0,-6.875,113.125,29.03
2023-01-26T12:00:00Z,0.0,-6.875,113.125,28.51
2023-01-27T12:00:00Z,0.0,-6.875,113.125,28.45
2023-01-28T12:00:00Z,0.0,-6.875,113.125,28.56
2023-01-29T12:00:00Z,0.0,-6.875,113.125,28.49
2023-01-30T12:00:00Z,0.0,-6.875,113.125,28.18
2023-01-31T12:00:00Z,0.0,-6.875,113.125,28.09
2023-02-02T12:00:00Z,0.0,-6.875,113.125,28.2
2023-02-03T12:00:00Z,0.0,-6.875,113.125,28.27
2023-02-04T12:00:00Z,0.0,-6.875,113.125,28.44
2023-02-05T12:00:00Z,0.0,-6.875,113.125,28.43
2023-02-06T12:00:00Z,0.0,-6.875,113.125,28.03
2023-02-07T12:00:00Z,0.0,-6.875,113.125,28.05
2023-02-08T12:00:00Z,0.0,-6.875,113.125,28.1
2023-02-09T12:00:00Z,0.0,-6.875,113.125,27.97
2023-02-10T12:00:00Z,0.0,-6.875,113.125,27.93
2023-02-11T12:00:00Z,0.0,-6.875,113.125,27.77
2023-02-12T12:00:00Z,0.0,-6.875,113.125,27.25
2023-02-13T12:00:00Z,0.0,-6.875,113.125,27.44
2023-02-14T12:00:00Z,0.0,-6.875,113.125,27.8
2023-02-15T12:00:00Z,0.0,-6.875,113.125,27.67
2023-02-16T12:00:00Z,0.0,-6.875,113.125,27.94
2023-02-17T12:00:00Z,0.0,-6.875,113.125,27.89
2023-02-18T12:00:00Z,0.0,-6.875,113.125,27.81
2023-02-19T12:00:00Z,0.0,-6.875,113.125,27.87
2023-02-20T12:00:00Z,0.0,-6.875,113.125,27.86
2023-02-21T12:00:00Z,0.0,-6.875,113.125,27.78
2023-02-22T12:00:00Z,0.0,-6.875,113.125,27.84
2023-02-23T12:00:00Z,0.0,-6.875,113.125,27.75
2023-02-24T12:00:00Z,0.0,-6.875,113.125,27.46
2023-02-25T12:00:00Z,0.0,-6.875,113.125,27.43
2023-02-26T12:00:00Z,0.0,-6.875,113.125,27.48
2023-02-27T12:00:00Z,0.0,-6.875,113.125,27.96
2023-02-28T12:00:00Z,0.0,-6.875,113.125,27.73
2023-03-01T12:00:00Z,0.0,-6.875,113.125,27.65
2023-03-02T12:00:00Z,0.0,-6.875,113.125,28.0
2023-03-03T12:00:00Z,0.0,-6.875,113.125,28.04
