time,zlev,latitude,longitude,sst
UTC,m,degrees_north,degrees_east,degree_C
2024-01-01T12:00:00Z,0.0,-6.875,113.125,30.49
2024-01-02T12:00:00Z,0.0,-6.875,113.125,30.45
2024-01-03T12:00:00Z,0.0,-6.875,113.125,30.35
2024-01-04T12:00:00Z,0.0,-6.875,113.125,30.15
2024-01-05T12:00:00Z,0.0,-6.875,113.125,29.95
2024-01-06T12:00:00Z,0.0,-6.875,113.125,30.04
2024-01-07T12:00:00Z,0.0,-6.875,113.125,30.21
2024-01-08T12:00:00Z,0.0,-6.875,113.125,30.31
2024-01-09T12:00:00Z,0.0,-6.875,113.125,30.37
2024-01-10T12:00:00Z,0.0,-6.875,113.125,30.33
2024-01-11T12:00:00Z,0.0,-6.875,113.125,30.35
2024-01-12T12:00:00Z,0.0,-6.875,113.125,30.39
2024-01-13T12:00:00Z,0.0,-6.875,113.125,30.56
2024-01-14T12:00:00Z,0.0,-6.875,113.125,30.2
2024-01-15T12:00:00Z,0.0,-6.875,113.125,29.79
2024-01-16T12:00:00Z,0.0,-6.875,113.125,29.83
2024-01-17T12:00:00Z,0.0,-6.875,113.125,29.76
2024-01-18T12:00:00Z,0.0,-6.875,113.125,29.69
2024-01-19T12:00:00Z,0.0,-6.875,113.125,30.0
2024-01-20T12:00:00Z,0.0,-6.875,113.125,30.02
2024-01-21T12:00:00Z,0.0,-6.875,113.125,29.85
2024-01-22T12:00:00Z,0.0,-6.875,113.125,29.75
2024-01-23T12:00:00Z,0.0,-6.875,113.125,29.5
2024-01-24T12:00:00Z,0.0,-6.875,113.125,29.44
2024-01-25T12:00:00Z,0.0,-6.875,113.125,29.41
2024-01-26T12:00:00Z,0.0,-6.875,113.125,29.31
2024-01-27T12:00:00Z,0.0,-6.875,113.125,29.33
2024-01-28T12:00:00Z,0.0,-6.875,113.125,29.31
2024-01-29T12:00:00Z,0.0,-6.875,113.125,29.26
2024-01-30T12:00:00Z,0.0,-6.875,113.125,29.52
2024-01-31T12:00:00Z,0.0,-6.875,113.125,29.5
2024-02-01T12:00:00Z,0.0,-6.875,113.125,29.53
2024-02-02T12:00:00Z,0.0,-6.875,113.125,29.6
2024-02-03T12:00:00Z,0.0,-6.875,113.125,29.19
2024-02-04T12:00:00Z,0.0,-6.875,113.125,29.41
2024-02-05T12:00:00Z,0.0,-6.875,113.125,29.41
